MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
53990;2006;09;12;final;0.069126;0.000042;0.253810;0.000037;;;;;final;0.1610725;0.0000033;0.8262;0.0023;final;;;;;-0.079;0.090;-0.072;0.340;final;.069140;.253530;final;.1610810;final;;;-0.092;0.010
53991;2006;09;13;final;0.067354;0.000047;0.253338;0.000040;;;;;final;0.1603686;0.0000032;0.6165;0.0023;final;;;;;-0.050;0.102;-0.079;0.340;final;.067410;.253020;final;.1603600;final;;;-0.004;-0.242
53992;2006;09;14;final;0.065871;0.000047;0.252662;0.000039;;;;;final;0.1598297;0.0000032;0.4361;0.0021;final;;;;;-0.029;0.102;-0.044;0.340;final;.065910;.252360;final;.1598290;final;;;0.054;-0.206
53993;2006;09;15;final;0.064634;0.000048;0.252204;0.000039;;;;;final;0.1594810;0.0000028;0.3019;0.0024;final;;;;;-0.017;0.102;-0.022;0.340;final;.064650;.251920;final;.1594780;final;;;0.035;-0.145
53994;2006;09;16;final;0.063331;0.000046;0.252138;0.000028;;;;;final;0.1591795;0.0000035;0.3071;0.0027;final;;;;;-0.023;0.110;-0.037;0.340;final;.063370;.251850;final;.1591830;final;;;0.006;-0.130
53995;2006;09;17;final;0.061856;0.000044;0.252203;0.000032;;;;;final;0.1588435;0.0000046;0.3824;0.0029;final;;;;;-0.004;0.101;-0.021;0.340;final;.061900;.251920;final;.1588540;final;;;0.023;-0.122
53996;2006;09;18;final;0.060270;0.000049;0.252339;0.000033;;;;;final;0.1583836;0.0000047;0.5510;0.0034;final;;;;;0.008;0.112;0.000;0.340;final;.060300;.252050;final;.1584010;final;;;0.037;-0.206
53997;2006;09;19;final;0.058546;0.000043;0.252707;0.000027;;;;;final;0.1577286;0.0000051;0.7584;0.0036;final;;;;;0.014;0.047;0.002;0.340;final;.058580;.252420;final;.1577330;final;;;0.038;-0.027
53998;2006;09;20;final;0.056465;0.000066;0.253012;0.000035;;;;;final;0.1568821;0.0000054;0.9199;0.0037;final;;;;;0.012;0.076;-0.010;0.340;final;.056520;.252700;final;.1568340;final;;;0.046;0.057
53999;2006;09;21;final;0.054218;0.000065;0.253203;0.000035;;;;;final;0.1558963;0.0000054;1.0590;0.0038;final;;;;;-0.001;0.076;-0.012;0.340;final;.054270;.252880;final;.1559010;final;;;0.087;0.046
54000;2006;09;22;final;0.051708;0.000066;0.253254;0.000036;;;;;final;0.1547711;0.0000054;1.1771;0.0037;final;;;;;-0.022;0.076;-0.004;0.340;final;.051770;.252970;final;.1547740;final;;;0.130;-0.083
54001;2006;09;23;final;0.049260;0.000065;0.253118;0.000032;;;;;final;0.1535816;0.0000052;1.1766;0.0035;final;;;;;-0.039;0.099;-0.004;0.340;final;.049300;.252820;final;.1535500;final;;;0.173;-0.115
54002;2006;09;24;final;0.047099;0.000065;0.252911;0.000031;;;;;final;0.1524397;0.0000045;1.1108;0.0034;final;;;;;-0.051;0.140;-0.015;0.340;final;.047160;.252620;final;.1523740;final;;;0.206;-0.037
54003;2006;09;25;final;0.045080;0.000065;0.252684;0.000031;;;;;final;0.1513663;0.0000045;1.0263;0.0028;final;;;;;-0.057;0.140;-0.024;0.340;final;.045110;.252380;final;.1513200;final;;;0.238;0.047
54004;2006;09;26;final;0.043338;0.000039;0.252347;0.000019;;;;;final;0.1503988;0.0000033;0.9068;0.0029;final;;;;;-0.055;0.168;-0.022;0.340;final;.043330;.252040;final;.1503870;final;;;0.200;-0.061
54005;2006;09;27;final;0.041665;0.000052;0.252129;0.000021;;;;;final;0.1495535;0.0000037;0.7848;0.0026;final;;;;;-0.047;0.126;-0.024;0.340;final;.041740;.251810;final;.1495460;final;;;0.141;-0.075
54006;2006;09;28;final;0.039789;0.000052;0.252202;0.000020;;;;;final;0.1488330;0.0000039;0.6515;0.0028;final;;;;;-0.036;0.126;-0.039;0.340;final;.039840;.251900;final;.1488260;final;;;0.133;-0.116
54007;2006;09;29;final;0.037403;0.000051;0.252294;0.000020;;;;;final;0.1482233;0.0000042;0.5997;0.0038;final;;;;;-0.021;0.126;-0.054;0.340;final;.037520;.252000;final;.1482140;final;;;0.136;0.014
54008;2006;09;30;final;0.035040;0.000047;0.252401;0.000021;;;;;final;0.1475897;0.0000065;0.6797;0.0028;final;;;;;-0.024;0.076;-0.035;0.340;final;.035090;.252090;final;.1476110;final;;;0.148;0.016
54009;2006;10;01;final;0.032649;0.000053;0.252632;0.000034;;;;;final;0.1468568;0.0000036;0.7809;0.0037;final;;;;;-0.011;0.087;-0.042;0.340;final;.032680;.252360;final;.1468530;final;;;0.146;-0.128
54010;2006;10;02;final;0.030388;0.000052;0.252861;0.000033;;;;;final;0.1460013;0.0000037;0.9618;0.0024;final;;;;;0.002;0.087;-0.054;0.340;final;.030410;.252570;final;.1460040;final;;;0.077;-0.198
54011;2006;10;03;final;0.028350;0.000040;0.252996;0.000032;;;;;final;0.1448836;0.0000032;1.2913;0.0024;final;;;;;0.014;0.095;-0.055;0.137;final;.028440;.252690;final;.1448820;final;;;0.054;-0.117
54012;2006;10;04;final;0.027025;0.000039;0.253431;0.000039;;;;;final;0.1434088;0.0000031;1.6503;0.0022;final;;;;;0.009;0.076;-0.051;0.129;final;.027040;.253070;final;.1433980;final;;;-0.002;-0.080
54013;2006;10;05;final;0.026112;0.000040;0.253915;0.000040;;;;;final;0.1415869;0.0000029;1.9975;0.0021;final;;;;;-0.031;0.058;-0.056;0.141;final;.026150;.253620;final;.1415600;final;;;-0.004;-0.054
54014;2006;10;06;final;0.025235;0.000039;0.254222;0.000040;;;;;final;0.1394488;0.0000029;2.2397;0.0022;final;;;;;-0.043;0.058;-0.051;0.141;final;.025280;.253980;final;.1394330;final;;;0.079;-0.058
54015;2006;10;07;final;0.024353;0.000027;0.254654;0.000035;;;;;final;0.1371819;0.0000034;2.2588;0.0021;final;;;;;-0.052;0.294;-0.007;0.171;final;.024380;.254370;final;.1371970;final;;;0.164;0.132
54016;2006;10;08;final;0.023517;0.000032;0.255276;0.000042;;;;;final;0.1350067;0.0000030;2.0513;0.0024;final;;;;;-0.074;0.065;0.035;0.139;final;.023550;.254980;final;.1350090;final;;;0.109;0.394
54017;2006;10;09;final;0.022280;0.000030;0.256212;0.000043;;;;;final;0.1331237;0.0000033;1.7107;0.0026;final;;;;;-0.091;0.069;0.017;0.340;final;.022310;.255900;final;.1331230;final;;;0.038;0.372
54018;2006;10;10;final;0.020442;0.000029;0.257170;0.000037;;;;;final;0.1315863;0.0000042;1.3670;0.0025;final;;;;;-0.077;0.086;-0.035;0.340;final;.020470;.256900;final;.1315820;final;;;0.006;0.075
54019;2006;10;11;final;0.018252;0.000048;0.257951;0.000043;;;;;final;0.1303598;0.0000038;1.1130;0.0028;final;;;;;-0.038;0.093;-0.047;0.340;final;.018290;.257620;final;.1303480;final;;;0.133;-0.284
54020;2006;10;12;final;0.015681;0.000049;0.258219;0.000043;;;;;final;0.1293198;0.0000038;0.9806;0.0027;final;;;;;-0.010;0.093;-0.016;0.340;final;.015710;.257940;final;.1293180;final;;;0.160;-0.343
54021;2006;10;13;final;0.013162;0.000050;0.258032;0.000042;;;;;final;0.1283950;0.0000038;0.8590;0.0031;final;;;;;0.002;0.093;0.000;0.340;final;.013130;.257700;final;.1283980;final;;;0.060;-0.158
54022;2006;10;14;final;0.011266;0.000050;0.257769;0.000036;;;;;final;0.1275689;0.0000049;0.8359;0.0026;final;;;;;0.029;0.099;0.023;0.340;final;.011300;.257420;final;.1275790;final;;;-0.041;-0.072
54023;2006;10;15;final;0.009844;0.000048;0.258018;0.000037;;;;;final;0.1266799;0.0000036;0.9426;0.0029;final;;;;;0.046;0.078;0.025;0.110;final;.009880;.257700;final;.1267040;final;;;-0.062;-0.091
54024;2006;10;16;final;0.008479;0.000048;0.258868;0.000037;;;;;final;0.1256723;0.0000031;1.0836;0.0025;final;;;;;0.051;0.078;0.047;0.110;final;.008490;.258570;final;.1256860;final;;;0.002;-0.235
54025;2006;10;17;final;0.007194;0.000027;0.259823;0.000031;;;;;final;0.1245078;0.0000034;1.2395;0.0025;final;;;;;0.043;0.294;0.061;0.146;final;.007260;.259520;final;.1245070;final;;;0.105;-0.123
54026;2006;10;18;final;0.006189;0.000038;0.260687;0.000065;;;;;final;0.1232041;0.0000040;1.3631;0.0027;final;;;;;0.033;0.118;0.055;0.127;final;.006240;.260340;final;.1232040;final;;;0.162;0.040
54027;2006;10;19;final;0.005218;0.000038;0.261541;0.000066;;;;;final;0.1217907;0.0000041;1.4594;0.0029;final;;;;;0.021;0.118;0.045;0.127;final;.005260;.261240;final;.1217940;final;;;0.201;0.083
54028;2006;10;20;final;0.004211;0.000038;0.262188;0.000067;;;;;final;0.1203059;0.0000041;1.4939;0.0035;final;;;;;0.005;0.118;0.035;0.127;final;.004240;.262000;final;.1203130;final;;;0.194;-0.038
54029;2006;10;21;final;0.003490;0.000038;0.263092;0.000072;;;;;final;0.1188213;0.0000057;1.4731;0.0029;final;;;;;-0.007;0.165;0.060;0.340;final;.003520;.262800;final;.1188250;final;;;0.179;-0.059
54030;2006;10;22;final;0.002946;0.000044;0.264049;0.000073;;;;;final;0.1173748;0.0000042;1.4070;0.0035;final;;;;;-0.018;0.117;0.044;0.340;final;.003000;.263770;final;.1173700;final;;;0.120;-0.015
54031;2006;10;23;final;0.002187;0.000045;0.265080;0.000071;;;;;final;0.1160217;0.0000040;1.2977;0.0028;final;;;;;-0.019;0.117;0.038;0.340;final;.002230;.264790;final;.1160180;final;;;0.086;0.045
54032;2006;10;24;final;0.001036;0.000034;0.266237;0.000037;;;;;final;0.1147936;0.0000037;1.1460;0.0028;final;;;;;-0.008;0.294;0.043;0.340;final;.001040;.265950;final;.1147960;final;;;0.073;0.001
54033;2006;10;25;final;-0.000545;0.000033;0.267311;0.000037;;;;;final;0.1137423;0.0000040;0.9567;0.0029;final;;;;;0.010;0.294;0.044;0.340;final;-.000540;.266990;final;.1137480;final;;;0.075;-0.035
54034;2006;10;26;final;-0.001843;0.000034;0.268005;0.000037;;;;;final;0.1128561;0.0000044;0.8399;0.0030;final;;;;;0.029;0.294;0.033;0.340;final;-.001840;.267710;final;.1128540;final;;;0.056;-0.181
54035;2006;10;27;final;-0.002496;0.000034;0.268597;0.000036;;;;;final;0.1120498;0.0000044;0.7614;0.0040;final;;;;;0.048;0.294;0.018;0.340;final;-.002450;.268270;final;.1120660;final;;;0.109;-0.323
54036;2006;10;28;final;-0.002906;0.000022;0.269089;0.000028;;;;;final;0.1113128;0.0000066;0.7446;0.0029;final;;;;;0.051;0.042;0.035;0.126;final;-.002870;.268770;final;.1113160;final;;;0.143;-0.326
54037;2006;10;29;final;-0.003159;0.000020;0.269719;0.000035;;;;;final;0.1105119;0.0000039;0.8741;0.0038;final;;;;;0.068;0.294;0.030;0.106;final;-.003110;.269420;final;.1104940;final;;;0.179;-0.313
54038;2006;10;30;final;-0.003379;0.000020;0.270675;0.000034;;;;;final;0.1095287;0.0000037;1.1113;0.0022;final;;;;;0.074;0.294;0.030;0.106;final;-.003310;.270380;final;.1095100;final;;;0.189;-0.206
54039;2006;10;31;final;-0.003803;0.000016;0.271821;0.000032;;;;;final;0.1082756;0.0000019;1.3897;0.0023;final;;;;;0.068;0.294;0.042;0.340;final;-.003760;.271490;final;.1082780;final;;;0.142;-0.046
54040;2006;11;01;final;-0.004148;0.000038;0.272905;0.000056;;;;;final;0.1067403;0.0000027;1.6952;0.0017;final;;;;;0.055;0.045;0.053;0.117;final;-.004080;.272620;final;.1067410;final;;;0.093;0.076
54041;2006;11;02;final;-0.004310;0.000037;0.274174;0.000057;;;;;final;0.1049005;0.0000027;1.9548;0.0018;final;;;;;0.034;0.045;0.045;0.117;final;-.004260;.273870;final;.1049070;final;;;0.109;0.037
54042;2006;11;03;final;-0.004560;0.000038;0.275244;0.000057;;;;;final;0.1028952;0.0000025;2.0209;0.0023;final;;;;;0.014;0.045;0.026;0.117;final;-.004560;.274990;final;.1028990;final;;;0.224;-0.090
54043;2006;11;04;final;-0.005121;0.000041;0.276100;0.000058;;;;;final;0.1009160;0.0000036;1.9152;0.0018;final;;;;;0.015;0.047;0.051;0.119;final;-.005100;.275800;final;.1009120;final;;;0.328;0.036
54044;2006;11;05;final;-0.005829;0.000046;0.276860;0.000057;;;;;final;0.0991322;0.0000025;1.6073;0.0024;final;;;;;0.006;0.047;0.067;0.130;final;-.005810;.276580;final;.0991360;final;;;0.271;0.117
54045;2006;11;06;final;-0.006550;0.000048;0.277840;0.000057;;;;;final;0.0977237;0.0000032;1.2323;0.0022;final;;;;;0.006;0.047;0.064;0.130;final;-.006540;.277530;final;.0977100;final;;;0.208;0.192
54046;2006;11;07;final;-0.007352;0.000044;0.279400;0.000046;;;;;final;0.0966440;0.0000035;0.9279;0.0025;final;;;;;0.022;0.058;0.037;0.120;final;-.007370;.279090;final;.0966370;final;;;0.159;-0.014
54047;2006;11;08;final;-0.008866;0.000042;0.281121;0.000051;;;;;final;0.0958346;0.0000039;0.7232;0.0027;final;;;;;0.049;0.049;0.024;0.112;final;-.008830;.280850;final;.0958320;final;;;0.198;-0.283
54048;2006;11;09;final;-0.010617;0.000042;0.282328;0.000051;;;;;final;0.0951452;0.0000040;0.6755;0.0029;final;;;;;0.071;0.049;0.031;0.112;final;-.010660;.282100;final;.0951680;final;;;0.249;-0.232
54049;2006;11;10;final;-0.012427;0.000042;0.283218;0.000050;;;;;final;0.0944694;0.0000042;0.6702;0.0037;final;;;;;0.090;0.049;0.029;0.112;final;-.012390;.282990;final;.0944790;final;;;0.222;-0.111
54050;2006;11;11;final;-0.013886;0.000037;0.284019;0.000049;;;;;final;0.0937511;0.0000063;0.8259;0.0031;final;;;;;0.118;0.048;0.015;0.340;final;-.013840;.283730;final;.0937460;final;;;0.135;0.063
54051;2006;11;12;final;-0.014876;0.000035;0.284840;0.000045;;;;;final;0.0928053;0.0000045;1.0186;0.0040;final;;;;;0.134;0.048;0.015;0.340;final;-.014820;.284560;final;.0928160;final;;;0.098;0.015
54052;2006;11;13;final;-0.015804;0.000024;0.285819;0.000046;;;;;final;0.0917441;0.0000048;1.1207;0.0032;final;;;;;0.132;0.074;0.029;0.340;final;-.015750;.285540;final;.0917430;final;;;0.128;-0.010
54053;2006;11;14;final;-0.016853;0.000023;0.286798;0.000036;;;;;final;0.0905599;0.0000046;1.2347;0.0031;final;;;;;0.115;0.094;0.037;0.340;final;-.016800;.286490;final;.0905550;final;;;0.173;-0.042
54054;2006;11;15;final;-0.017780;0.000033;0.287571;0.000038;;;;;final;0.0893120;0.0000040;1.2366;0.0030;final;;;;;0.098;0.073;0.032;0.113;final;-.017710;.287260;final;.0892880;final;;;0.171;0.122
54055;2006;11;16;final;-0.018619;0.000032;0.288360;0.000038;;;;;final;0.0880885;0.0000038;1.2331;0.0027;final;;;;;0.086;0.073;0.028;0.113;final;-.018570;.288080;final;.0880820;final;;;0.141;0.087
54056;2006;11;17;final;-0.019777;0.000034;0.289369;0.000039;;;;;final;0.0868451;0.0000037;1.2319;0.0029;final;;;;;0.076;0.073;0.022;0.113;final;-.019730;.289120;final;.0868430;final;;;0.136;-0.062
54057;2006;11;18;final;-0.021255;0.000033;0.290352;0.000041;;;;;final;0.0856560;0.0000044;1.1370;0.0023;final;;;;;0.067;0.087;0.016;0.153;final;-.021240;.290090;final;.0856560;final;;;0.108;-0.212
54058;2006;11;19;final;-0.022719;0.000031;0.291052;0.000022;;;;;final;0.0845782;0.0000027;1.0209;0.0026;final;;;;;0.058;0.294;-0.013;0.121;final;-.022690;.290770;final;.0845750;final;;;0.060;-0.171
54059;2006;11;20;final;-0.024216;0.000044;0.291616;0.000032;;;;;final;0.0836147;0.0000027;0.9033;0.0019;final;;;;;0.060;0.078;-0.031;0.102;final;-.024200;.291310;final;.0836160;final;;;0.118;-0.106
54060;2006;11;21;final;-0.025691;0.000039;0.292240;0.000030;;;;;final;0.0827777;0.0000027;0.7675;0.0019;final;;;;;0.079;0.094;-0.034;0.340;final;-.025710;.291950;final;.0827780;final;;;0.174;0.001
54061;2006;11;22;final;-0.026869;0.000038;0.293285;0.000030;;;;;final;0.0820722;0.0000026;0.6542;0.0019;final;;;;;0.107;0.094;-0.029;0.340;final;-.026810;.292910;final;.0820680;final;;;0.248;0.028
54062;2006;11;23;final;-0.028136;0.000038;0.294642;0.000030;;;;;final;0.0814628;0.0000027;0.5604;0.0019;final;;;;;0.126;0.094;-0.022;0.340;final;-.028100;.294320;final;.0814600;final;;;0.271;-0.190
54063;2006;11;24;final;-0.029671;0.000038;0.296139;0.000031;;;;;final;0.0809251;0.0000027;0.5455;0.0022;final;;;;;0.132;0.094;-0.011;0.340;final;-.029630;.295830;final;.0809210;final;;;0.245;-0.315
54064;2006;11;25;final;-0.031289;0.000038;0.297639;0.000035;;;;;final;0.0803188;0.0000034;0.6896;0.0018;final;;;;;0.152;0.106;0.017;0.340;final;-.031230;.297320;final;.0803240;final;;;0.268;-0.243
54065;2006;11;26;final;-0.032942;0.000014;0.299137;0.000039;;;;;final;0.0795089;0.0000025;0.9447;0.0021;final;;;;;0.155;0.105;0.016;0.141;final;-.032880;.298830;final;.0795140;final;;;0.277;-0.172
54066;2006;11;27;final;-0.034528;0.000014;0.300484;0.000039;;;;;final;0.0784135;0.0000026;1.2473;0.0019;final;;;;;0.149;0.105;0.008;0.141;final;-.034490;.300200;final;.0784160;final;;;0.291;-0.082
54067;2006;11;28;final;-0.035827;0.000014;0.301381;0.000040;;;;;final;0.0770213;0.0000028;1.5288;0.0024;final;;;;;0.133;0.105;0.003;0.141;final;-.035780;.301180;final;.0770260;final;;;0.267;0.124
54068;2006;11;29;final;-0.036702;0.000038;0.302217;0.000050;;;;;final;0.0753836;0.0000040;1.7273;0.0024;final;;;;;0.115;0.081;-0.001;0.105;final;-.036650;.301920;final;.0753910;final;;;0.211;0.175
54069;2006;11;30;final;-0.037462;0.000038;0.303197;0.000050;;;;;final;0.0736049;0.0000040;1.8113;0.0028;final;;;;;0.103;0.081;-0.015;0.105;final;-.037420;.302920;final;.0736090;final;;;0.172;0.086
54070;2006;12;01;final;-0.038200;0.000039;0.304186;0.000050;;;;;final;0.0718030;0.0000039;1.7692;0.0034;final;;;;;0.095;0.081;-0.032;0.105;final;-.038170;.303880;final;.0718080;final;;;0.137;-0.012
54071;2006;12;02;final;-0.038559;0.000041;0.305229;0.000043;;;;;final;0.0701278;0.0000055;1.5431;0.0028;final;;;;;0.086;0.045;-0.035;0.340;final;-.038510;.304900;final;.0701210;final;;;0.145;-0.045
54072;2006;12;03;final;-0.038619;0.000046;0.306779;0.000042;;;;;final;0.0687446;0.0000039;1.2336;0.0033;final;;;;;0.079;0.040;-0.030;0.340;final;-.038590;.306480;final;.0687500;final;;;0.147;0.047
54073;2006;12;04;final;-0.038682;0.000047;0.308648;0.000041;;;;;final;0.0676410;0.0000038;0.9829;0.0023;final;;;;;0.081;0.040;-0.039;0.340;final;-.038660;.308350;final;.0676460;final;;;0.138;0.051
54074;2006;12;05;final;-0.038893;0.000029;0.310467;0.000033;;;;;final;0.0667525;0.0000026;0.8110;0.0023;final;;;;;0.093;0.118;-0.063;0.117;final;-.038800;.310170;final;.0667520;final;;;0.180;0.009
54075;2006;12;06;final;-0.039326;0.000028;0.312316;0.000031;;;;;final;0.0660001;0.0000027;0.6959;0.0021;final;;;;;0.110;0.118;-0.081;0.117;final;-.039290;.312000;final;.0659980;final;;;0.317;-0.231
54076;2006;12;07;final;-0.040301;0.000028;0.314243;0.000031;;;;;final;0.0653118;0.0000034;0.7275;0.0021;final;;;;;0.126;0.115;-0.095;0.135;final;-.040250;.313980;final;.0652980;final;;;0.443;-0.341
54077;2006;12;08;final;-0.041515;0.000028;0.316191;0.000032;;;;;final;0.0645070;0.0000033;0.8733;0.0030;final;;;;;0.147;0.115;-0.095;0.135;final;-.041470;.315900;final;.0645190;final;;;0.368;-0.311
54078;2006;12;09;final;-0.042564;0.000012;0.317707;0.000032;;;;;final;0.0635599;0.0000050;1.0349;0.0024;final;;;;;0.167;0.160;-0.092;0.187;final;-.042510;.317440;final;.0635560;final;;;0.282;-0.266
54079;2006;12;10;final;-0.043433;0.000027;0.318865;0.000035;;;;;final;0.0624287;0.0000036;1.2219;0.0030;final;;;;;0.177;0.135;-0.079;0.147;final;-.043350;.318580;final;.0624400;final;;;0.244;-0.178
54080;2006;12;11;final;-0.044219;0.000031;0.319806;0.000037;;;;;final;0.0611376;0.0000034;1.3445;0.0025;final;;;;;0.172;0.115;-0.070;0.111;final;-.044170;.319500;final;.0611550;final;;;0.074;-0.051
54081;2006;12;12;final;-0.044924;0.000033;0.320755;0.000037;;;;;final;0.0597538;0.0000034;1.4250;0.0021;final;;;;;0.158;0.115;-0.079;0.111;final;-.044830;.320500;final;.0597460;final;;;0.141;-0.026
54082;2006;12;13;final;-0.045627;0.000055;0.322300;0.000042;;;;;final;0.0583074;0.0000025;1.4461;0.0023;final;;;;;0.142;0.141;-0.095;0.110;final;-.045570;.321960;final;.0582970;final;;;0.297;0.053
54083;2006;12;14;final;-0.046672;0.000055;0.323816;0.000042;;;;;final;0.0569097;0.0000031;1.3228;0.0020;final;;;;;0.129;0.141;-0.088;0.110;final;-.046610;.323540;final;.0569040;final;;;0.420;0.005
54084;2006;12;15;final;-0.047993;0.000055;0.325176;0.000042;;;;;final;0.0556485;0.0000032;1.2395;0.0026;final;;;;;0.115;0.141;-0.067;0.110;final;-.047860;.324910;final;.0556470;final;;;0.430;-0.174
54085;2006;12;16;final;-0.048960;0.000053;0.326556;0.000041;;;;;final;0.0544320;0.0000042;1.1523;0.0031;final;;;;;0.116;0.145;-0.105;0.340;final;-.048900;.326260;final;.0544270;final;;;0.001;0.007
54086;2006;12;17;final;-0.049622;0.000048;0.327996;0.000029;;;;;final;0.0533912;0.0000052;0.9231;0.0033;final;;;;;0.110;0.119;-0.137;0.128;final;-.049580;.327700;final;.0533970;final;;;-0.002;0.022
54087;2006;12;18;final;-0.050128;0.000047;0.329500;0.000029;;;;;final;0.0525678;0.0000051;0.7480;0.0040;final;;;;;0.117;0.119;-0.170;0.128;final;-.050100;.329230;final;.0525650;final;;;-0.008;0.035
54088;2006;12;19;final;-0.050563;0.000015;0.330997;0.000019;;;;;final;0.0518672;0.0000061;0.6571;0.0035;final;;;;;0.141;0.294;-0.186;0.151;final;-.050500;.330700;final;.0518740;final;;;0.266;0.017
54089;2006;12;20;final;-0.051154;0.000022;0.332222;0.000026;;;;;final;0.0512543;0.0000049;0.5642;0.0039;final;;;;;0.170;0.051;-0.185;0.134;final;-.051090;.331950;final;.0512610;final;;;0.281;0.068
54090;2006;12;21;final;-0.051995;0.000022;0.333105;0.000026;;;;;final;0.0507274;0.0000048;0.5057;0.0034;final;;;;;0.187;0.051;-0.170;0.134;final;-.051930;.332820;final;.0507230;final;;;0.363;-0.007
54091;2006;12;22;final;-0.052579;0.000023;0.333632;0.000028;;;;;final;0.0501906;0.0000047;0.6043;0.0032;final;;;;;0.185;0.051;-0.143;0.134;final;-.052540;.333300;final;.0501840;final;;;0.350;-0.028
54092;2006;12;23;final;-0.052614;0.000022;0.334162;0.000026;;;;;final;0.0494794;0.0000041;0.8211;0.0031;final;;;;;0.153;0.086;-0.149;0.143;final;-.052540;.333890;final;.0494700;final;;;0.232;-0.113
54093;2006;12;24;final;-0.052092;0.000022;0.335249;0.000026;;;;;final;0.0485339;0.0000040;1.0813;0.0027;final;;;;;0.140;0.086;-0.150;0.143;final;-.052020;.334990;final;.0484970;final;;;0.170;-0.029
54094;2006;12;25;final;-0.051348;0.000022;0.336840;0.000026;;;;;final;0.0473128;0.0000036;1.3534;0.0027;final;;;;;0.130;0.086;-0.172;0.143;final;-.051280;.336590;final;.0472490;final;;;0.115;-0.101
54095;2006;12;26;final;-0.050775;0.000020;0.338625;0.000021;;;;;final;0.0458470;0.0000037;1.5659;0.0025;final;;;;;0.123;0.072;-0.192;0.340;final;-.050720;.338360;final;.0457680;final;;;0.153;0.016
54096;2006;12;27;final;-0.050466;0.000032;0.340403;0.000053;;;;;final;0.0442193;0.0000035;1.6634;0.0026;final;;;;;0.119;0.084;-0.194;0.160;final;-.050440;.340110;final;.0441750;final;;;0.163;-0.027
54097;2006;12;28;final;-0.050261;0.000033;0.342122;0.000053;;;;;final;0.0425721;0.0000036;1.6052;0.0025;final;;;;;0.115;0.084;-0.189;0.160;final;-.050240;.341900;final;.0425710;final;;;0.131;-0.045
54098;2006;12;29;final;-0.049857;0.000033;0.343956;0.000054;;;;;final;0.0410254;0.0000036;1.4976;0.0025;final;;;;;0.109;0.084;-0.179;0.160;final;-.049810;.343660;final;.0410280;final;;;0.112;-0.095
54099;2006;12;30;final;-0.049538;0.000034;0.345410;0.000054;;;;;final;0.0396077;0.0000035;1.2977;0.0025;final;;;;;0.098;0.085;-0.196;0.179;final;-.049470;.345160;final;.0395870;final;;;0.111;-0.199
54100;2006;12;31;final;-0.049415;0.000038;0.346450;0.000055;;;;;final;0.0384637;0.0000036;0.9967;0.0028;final;;;;;0.092;0.085;-0.185;0.179;final;-.049390;.346140;final;.0384190;final;;;0.094;-0.289
54101;2007;01;01;final;-0.049474;0.000072;0.347382;0.000067;;;;;final;0.0375966;0.0000043;0.7486;0.0034;final;;;;;0.089;0.153;-0.197;0.182;final;-.049430;.347050;final;.0375630;final;;;0.041;-0.357
54102;2007;01;02;final;-0.049987;0.000071;0.348576;0.000044;;;;;final;0.0369414;0.0000058;0.5757;0.0029;final;;;;;0.092;0.194;-0.227;0.340;final;-.049930;.348300;final;.0369300;final;;;0.004;-0.365
54103;2007;01;03;final;-0.051319;0.000077;0.350040;0.000050;;;;;final;0.0364027;0.0000039;0.5304;0.0036;final;;;;;0.103;0.168;-0.253;0.340;final;-.051180;.349680;final;.0363920;final;;;-0.019;-0.317
54104;2007;01;04;final;-0.052954;0.000077;0.351310;0.000050;;;;;final;0.0358582;0.0000041;0.5522;0.0030;final;;;;;0.125;0.168;-0.257;0.340;final;-.052900;.351020;final;.0358440;final;;;0.009;-0.002
54105;2007;01;05;final;-0.054532;0.000078;0.352727;0.000050;;;;;final;0.0352623;0.0000045;0.6819;0.0034;final;;;;;0.188;0.204;-0.278;0.340;final;-.054500;.352430;final;.0352570;final;;;0.101;-0.242
54106;2007;01;06;final;-0.055920;0.000075;0.354206;0.000050;;;;;final;0.0344638;0.0000054;0.9032;0.0047;final;;;;;0.199;0.214;-0.258;0.340;final;-.055860;.353920;final;.0344690;final;;;0.140;-0.368
54107;2007;01;07;final;-0.056752;0.000044;0.355620;0.000038;;;;;final;0.0334739;0.0000083;1.0704;0.0036;final;;;;;0.198;0.201;-0.232;0.340;final;-.056700;.355320;final;.0334880;final;;;0.131;-0.551
54108;2007;01;08;final;-0.057197;0.000053;0.357170;0.000038;;;;;final;0.0323324;0.0000048;1.2096;0.0050;final;;;;;0.188;0.156;-0.218;0.340;final;-.057150;.356860;final;.0323430;final;;;0.170;-0.499
54109;2007;01;09;final;-0.057585;0.000041;0.359058;0.000028;;;;;final;0.0310659;0.0000056;1.3154;0.0038;final;;;;;0.178;0.158;-0.229;0.340;final;-.057530;.358750;final;.0310680;final;;;0.221;-0.332
