MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
52202;2001;10;20;final;-0.000624;0.000044;0.121195;0.000056;;;;;final;-0.0563100;0.0000086;0.8128;0.0056;final;;;;;-0.079;0.099;0.160;0.211;final;-0.000630;0.121030;final;-0.0563460;final;;;-0.070;-1.022
52203;2001;10;21;final;-0.004539;0.000066;0.121978;0.000067;;;;;final;-0.0570173;0.0000070;0.6226;0.0053;final;;;;;-0.069;0.087;0.144;0.208;final;-0.004550;0.121810;final;-0.0571110;final;;;0.003;-1.053
52204;2001;10;22;final;-0.008583;0.000064;0.122908;0.000064;;;;;final;-0.0575865;0.0000061;0.5264;0.0045;final;;;;;-0.053;0.105;0.118;0.340;final;-0.008610;0.122720;final;-0.0576820;final;;;0.011;-0.584
52205;2001;10;23;final;-0.012755;0.000089;0.123882;0.000066;;;;;final;-0.0580938;0.0000056;0.5015;0.0039;final;;;;;-0.031;0.086;0.095;0.340;final;-0.012680;0.123650;final;-0.0581450;final;;;0.056;-0.233
52206;2001;10;24;final;-0.016462;0.000091;0.124837;0.000067;;;;;final;-0.0586034;0.0000050;0.5184;0.0037;final;;;;;-0.006;0.086;0.091;0.340;final;-0.016540;0.124620;final;-0.0586110;final;;;0.150;-0.002
52207;2001;10;25;final;-0.020048;0.000088;0.125911;0.000060;;;;;final;-0.0591482;0.0000048;0.5882;0.0032;final;;;;;0.017;0.086;0.097;0.340;final;-0.020140;0.125640;final;-0.0591720;final;;;0.313;0.041
52208;2001;10;26;final;-0.023583;0.000090;0.127064;0.000061;;;;;final;-0.0598058;0.0000039;0.7361;0.0048;final;;;;;0.027;0.086;0.093;0.340;final;-0.023560;0.126840;final;-0.0598170;final;;;0.464;0.185
52209;2001;10;27;final;-0.027007;0.000080;0.128253;0.000050;;;;;final;-0.0606271;0.0000083;0.9041;0.0036;final;;;;;0.021;0.079;0.085;0.340;final;-0.027010;0.128060;final;-0.0606310;final;;;0.551;0.264
52210;2001;10;28;final;-0.030354;0.000080;0.129318;0.000046;;;;;final;-0.0616005;0.0000060;1.0317;0.0050;final;;;;;0.009;0.294;0.084;0.340;final;-0.030400;0.129080;final;-0.0616080;final;;;0.632;0.341
52211;2001;10;29;final;-0.033480;0.000047;0.130398;0.000045;;;;;final;-0.0626731;0.0000056;1.1070;0.0041;final;;;;;0.004;0.051;0.095;0.209;final;-0.033430;0.130180;final;-0.0626800;final;;;0.605;0.187
52212;2001;10;30;final;-0.036303;0.000041;0.131600;0.000056;;;;;final;-0.0637941;0.0000056;1.1210;0.0040;final;;;;;0.004;0.099;0.112;0.182;final;-0.036440;0.131310;final;-0.0637910;final;;;0.455;0.025
52213;2001;10;31;final;-0.039714;0.000040;0.132686;0.000054;;;;;final;-0.0649004;0.0000057;1.0909;0.0040;final;;;;;-0.001;0.099;0.127;0.182;final;-0.039670;0.132430;final;-0.0649050;final;;;0.197;-0.095
52214;2001;11;01;final;-0.042989;0.000039;0.133878;0.000053;;;;;final;-0.0659625;0.0000056;1.0205;0.0035;final;;;;;-0.008;0.099;0.126;0.182;final;-0.043040;0.133660;final;-0.0659630;final;;;0.007;0.053
52215;2001;11;02;final;-0.046629;0.000037;0.134964;0.000054;;;;;final;-0.0669114;0.0000041;0.8600;0.0040;final;;;;;-0.007;0.099;0.101;0.182;final;-0.046640;0.134770;final;-0.0669370;final;;;-0.098;0.059
